
---------- Begin Simulation Statistics ----------
simSeconds                                   0.141136                       # Number of seconds simulated (Second)
simTicks                                 141135774052                       # Number of ticks simulated (Tick)
finalTick                                141135774052                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    526.30                       # Real time elapsed on the host (Second)
hostTickRate                                268163496                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8581688                       # Number of bytes of host memory used (Byte)
simInsts                                    201827288                       # Number of instructions simulated (Count)
simOps                                      212596054                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   383480                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     403941                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        296503728                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.463807                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.683150                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       297263788                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     1186                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      272307843                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 184719                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             84668919                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          55122137                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 222                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           296207230                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.919315                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.171628                       # Number of insts issued each cycle (Count)
system.l3cache.WritebackDirty.accesses::total       265963                       # number of WritebackDirty accesses(hits+misses) (Count)
system.l3cache.power_state.pwrStateResidencyTicks::UNDEFINED 141135774052                       # Cumulative time (in ticks) in various power states (Tick)
system.l3cache.tags.tagsInUse            29981.396612                       # Average ticks per tags in use ((Tick/Count))
system.l3cache.tags.totalRefs                  591417                       # Total number of references to valid blocks. (Count)
system.l3cache.tags.sampledRefs                217727                       # Sample count of references to valid blocks. (Count)
system.l3cache.tags.avgRefs                  2.716324                       # Average number of references to valid blocks. ((Count/Count))
system.l3cache.tags.warmupTick                  77588                       # The tick when the warmup percentage was hit. (Tick)
system.l3cache.tags.occupancies::writebacks   296.143976                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l3cache.tags.occupancies::cpu.inst   935.310959                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l3cache.tags.occupancies::cpu.data  2665.442820                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l3cache.tags.occupancies::cpu.dcache.prefetcher  7290.122199                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l3cache.tags.occupancies::cpu.l2cache.prefetcher 18794.376658                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l3cache.tags.avgOccs::writebacks      0.009038                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l3cache.tags.avgOccs::cpu.inst        0.028543                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l3cache.tags.avgOccs::cpu.data        0.081343                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l3cache.tags.avgOccs::cpu.dcache.prefetcher     0.222477                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l3cache.tags.avgOccs::cpu.l2cache.prefetcher     0.573559                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l3cache.tags.avgOccs::total           0.914960                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l3cache.tags.occupanciesTaskId::1022        31048                       # Occupied blocks per task id (Count)
system.l3cache.tags.occupanciesTaskId::1024         1720                       # Occupied blocks per task id (Count)
system.l3cache.tags.ageTaskId_1022::0               7                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ageTaskId_1022::1             695                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ageTaskId_1022::2            4539                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ageTaskId_1022::3           25807                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ageTaskId_1024::0             124                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ageTaskId_1024::1             496                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ageTaskId_1024::2             211                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ageTaskId_1024::3             889                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ratioOccsTaskId::1022     0.947510                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.l3cache.tags.ratioOccsTaskId::1024     0.052490                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.l3cache.tags.tagAccesses               9707695                       # Number of tag accesses (Count)
system.l3cache.tags.dataAccesses              9707695                       # Number of data accesses (Count)
system.l3cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 141135774052                       # Cumulative time (in ticks) in various power states (Tick)
system.mem_ctrl.avgPriority_writebacks::samples    173195.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrl.avgPriority_cpu.inst::samples      2602.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrl.avgPriority_cpu.data::samples     15574.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrl.avgPriority_cpu.dcache.prefetcher::samples     29800.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrl.avgPriority_cpu.l2cache.prefetcher::samples    168393.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrl.priorityMinLatency       0.000000018750                       # per QoS priority minimum request to response latency (Second)
system.mem_ctrl.priorityMaxLatency       0.012059029702                       # per QoS priority maximum request to response latency (Second)
system.mem_ctrl.numReadWriteTurnArounds         10248                       # Number of turnarounds from READ to WRITE (Count)
system.mem_ctrl.numWriteReadTurnArounds         10248                       # Number of turnarounds from WRITE to READ (Count)
system.mem_ctrl.numStayReadState               494760                       # Number of times bus staying in READ state (Count)
system.mem_ctrl.numStayWriteState              164380                       # Number of times bus staying in WRITE state (Count)
system.mem_ctrl.readReqs                       216375                       # Number of read requests accepted (Count)
system.mem_ctrl.writeReqs                      173195                       # Number of write requests accepted (Count)
system.mem_ctrl.readBursts                     216375                       # Number of controller read bursts, including those serviced by the write queue (Count)
system.mem_ctrl.writeBursts                    173195                       # Number of controller write bursts, including those merged in the write queue (Count)
system.mem_ctrl.servicedByWrQ                       6                       # Number of controller read bursts serviced by the write queue (Count)
system.mem_ctrl.mergedWrBursts                      0                       # Number of controller write bursts merged with an existing one (Count)
system.mem_ctrl.neitherReadNorWriteReqs             0                       # Number of requests that are neither read nor write (Count)
system.mem_ctrl.avgRdQLen                        1.79                       # Average read queue length when enqueuing ((Count/Tick))
system.mem_ctrl.avgWrQLen                       18.79                       # Average write queue length when enqueuing ((Count/Tick))
system.mem_ctrl.numRdRetry                          0                       # Number of times read queue was full causing retry (Count)
system.mem_ctrl.numWrRetry                          8                       # Number of times write queue was full causing retry (Count)
system.mem_ctrl.readPktSize::0                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::1                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::2                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::3                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::4                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::5                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::6                 216375                       # Read request sizes (log2) (Count)
system.mem_ctrl.writePktSize::0                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::1                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::2                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::3                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::4                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::5                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::6                173195                       # Write request sizes (log2) (Count)
system.mem_ctrl.rdQLenPdf::0                    78272                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::1                    21003                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::2                    17135                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::3                    14844                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::4                    13107                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::5                    10044                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::6                     9457                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::7                     9063                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::8                     8457                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::9                     6891                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::10                    5278                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::11                    4986                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::12                    3400                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::13                    2911                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::14                    2503                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::15                    2011                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::16                    1674                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::17                    1652                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::18                    1111                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::19                     901                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::20                     531                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::21                     338                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::22                     235                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::23                     190                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::24                     140                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::25                     117                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::26                     105                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::27                       6                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::28                       5                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::29                       1                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::30                       1                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::31                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::0                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::1                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::2                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::3                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::4                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::5                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::6                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::7                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::8                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::9                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::10                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::11                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::12                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::13                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::14                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::15                    1417                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::16                    1625                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::17                    3343                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::18                    6002                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::19                    6648                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::20                    7064                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::21                    7484                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::22                    7870                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::23                    9704                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::24                    8578                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::25                    9069                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::26                    9889                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::27                    9664                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::28                   10068                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::29                   11694                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::30                   10425                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::31                   11816                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::32                   13203                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::33                    1720                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::34                    1480                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::35                    1357                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::36                    1259                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::37                    1082                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::38                     931                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::39                     807                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::40                     810                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::41                     639                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::42                     797                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::43                     834                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::44                     654                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::45                     562                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::46                     565                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::47                     493                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::48                     509                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::49                     562                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::50                     497                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::51                     460                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::52                     599                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::53                     741                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::54                    2313                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::55                    3817                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::56                    1957                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::57                     947                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::58                     626                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::59                     386                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::60                     100                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::61                      74                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::62                      21                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::63                      18                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.rdPerTurnAround::samples        10248                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::mean       21.113095                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::gmean      16.999119                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::stdev     283.324233                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::0-1023         10247     99.99%     99.99% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::28672-29695            1      0.01%    100.00% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::total          10248                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.wrPerTurnAround::samples        10248                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::mean       16.898419                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::gmean      16.770199                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::stdev       2.456080                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::16              7839     76.49%     76.49% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::17               312      3.04%     79.54% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::18              1145     11.17%     90.71% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::19               184      1.80%     92.51% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::20               140      1.37%     93.87% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::21               113      1.10%     94.97% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::22               109      1.06%     96.04% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::23                79      0.77%     96.81% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::24                74      0.72%     97.53% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::25               134      1.31%     98.84% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::26                24      0.23%     99.07% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::27                 8      0.08%     99.15% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::28                17      0.17%     99.32% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::29                 5      0.05%     99.37% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::30                 5      0.05%     99.41% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::31                 5      0.05%     99.46% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::32                 6      0.06%     99.52% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::33                 3      0.03%     99.55% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::34                 6      0.06%     99.61% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::35                 7      0.07%     99.68% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::36                 4      0.04%     99.72% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::37                 2      0.02%     99.74% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::38                12      0.12%     99.85% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::39                 2      0.02%     99.87% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::41                 4      0.04%     99.91% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::42                 1      0.01%     99.92% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::44                 3      0.03%     99.95% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::45                 3      0.03%     99.98% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::48                 2      0.02%    100.00% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::total          10248                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.bytesReadWrQ                      384                       # Total number of bytes read from write queue (Byte)
system.mem_ctrl.bytesReadSys                 13848000                       # Total read bytes from the system interface side (Byte)
system.mem_ctrl.bytesWrittenSys              11084480                       # Total written bytes from the system interface side (Byte)
system.mem_ctrl.avgRdBWSys               98118284.27637240                       # Average system read bandwidth in Byte/s ((Byte/Second))
system.mem_ctrl.avgWrBWSys               78537706.50604884                       # Average system write bandwidth in Byte/s ((Byte/Second))
system.mem_ctrl.totGap                   141135735496                       # Total gap between requests (Tick)
system.mem_ctrl.avgGap                      362285.94                       # Average gap between requests ((Tick/Count))
system.mem_ctrl.requestorReadBytes::cpu.inst       166528                       # Per-requestor bytes read from memory (Byte)
system.mem_ctrl.requestorReadBytes::cpu.data       996736                       # Per-requestor bytes read from memory (Byte)
system.mem_ctrl.requestorReadBytes::cpu.dcache.prefetcher      1907200                       # Per-requestor bytes read from memory (Byte)
system.mem_ctrl.requestorReadBytes::cpu.l2cache.prefetcher     10777152                       # Per-requestor bytes read from memory (Byte)
system.mem_ctrl.requestorWriteBytes::writebacks     11083200                       # Per-requestor bytes write to memory (Byte)
system.mem_ctrl.requestorReadRate::cpu.inst 1179913.463603100972                       # Per-requestor bytes read from memory rate ((Byte/Second))
system.mem_ctrl.requestorReadRate::cpu.data 7062249.147638238035                       # Per-requestor bytes read from memory rate ((Byte/Second))
system.mem_ctrl.requestorReadRate::cpu.dcache.prefetcher 13513228.753025522456                       # Per-requestor bytes read from memory rate ((Byte/Second))
system.mem_ctrl.requestorReadRate::cpu.l2cache.prefetcher 76360172.127792850137                       # Per-requestor bytes read from memory rate ((Byte/Second))
system.mem_ctrl.requestorWriteRate::writebacks 78528637.225006535649                       # Per-requestor bytes write to memory rate ((Byte/Second))
system.mem_ctrl.requestorReadAccesses::cpu.inst         2602                       # Per-requestor read serviced memory accesses (Count)
system.mem_ctrl.requestorReadAccesses::cpu.data        15578                       # Per-requestor read serviced memory accesses (Count)
system.mem_ctrl.requestorReadAccesses::cpu.dcache.prefetcher        29802                       # Per-requestor read serviced memory accesses (Count)
system.mem_ctrl.requestorReadAccesses::cpu.l2cache.prefetcher       168393                       # Per-requestor read serviced memory accesses (Count)
system.mem_ctrl.requestorWriteAccesses::writebacks       173195                       # Per-requestor write serviced memory accesses (Count)
system.mem_ctrl.requestorReadTotalLat::cpu.inst     79447426                       # Per-requestor read total memory access latency (Tick)
system.mem_ctrl.requestorReadTotalLat::cpu.data    924924864                       # Per-requestor read total memory access latency (Tick)
system.mem_ctrl.requestorReadTotalLat::cpu.dcache.prefetcher   2153635514                       # Per-requestor read total memory access latency (Tick)
system.mem_ctrl.requestorReadTotalLat::cpu.l2cache.prefetcher  11787010976                       # Per-requestor read total memory access latency (Tick)
system.mem_ctrl.requestorWriteTotalLat::writebacks 2541971386654                       # Per-requestor write total memory access latency (Tick)
system.mem_ctrl.requestorReadAvgLat::cpu.inst     30533.22                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrl.requestorReadAvgLat::cpu.data     59373.79                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrl.requestorReadAvgLat::cpu.dcache.prefetcher     72264.80                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrl.requestorReadAvgLat::cpu.l2cache.prefetcher     69997.04                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrl.requestorWriteAvgLat::writebacks  14676932.86                       # Per-requestor write average memory access latency ((Tick/Count))
system.mem_ctrl.dram.bytesRead::cpu.inst       166528                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesRead::cpu.data       996992                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesRead::cpu.dcache.prefetcher      1907328                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesRead::cpu.l2cache.prefetcher     10777152                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesRead::total        13848000                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesInstRead::cpu.inst       166528                       # Number of instructions bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesInstRead::total       166528                       # Number of instructions bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesWritten::writebacks     11084480                       # Number of bytes written to this memory (Byte)
system.mem_ctrl.dram.bytesWritten::total     11084480                       # Number of bytes written to this memory (Byte)
system.mem_ctrl.dram.numReads::cpu.inst          2602                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numReads::cpu.data         15578                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numReads::cpu.dcache.prefetcher        29802                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numReads::cpu.l2cache.prefetcher       168393                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numReads::total           216375                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numWrites::writebacks       173195                       # Number of write requests responded to by this memory (Count)
system.mem_ctrl.dram.numWrites::total          173195                       # Number of write requests responded to by this memory (Count)
system.mem_ctrl.dram.bwRead::cpu.inst         1179913                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwRead::cpu.data         7064063                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwRead::cpu.dcache.prefetcher     13514136                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwRead::cpu.l2cache.prefetcher     76360172                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwRead::total           98118284                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwInstRead::cpu.inst      1179913                       # Instruction read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwInstRead::total        1179913                       # Instruction read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwWrite::writebacks     78537707                       # Write bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwWrite::total          78537707                       # Write bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::writebacks     78537707                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::cpu.inst        1179913                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::cpu.data        7064063                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::cpu.dcache.prefetcher     13514136                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::cpu.l2cache.prefetcher     76360172                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::total         176655991                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.readBursts                216369                       # Number of DRAM read bursts (Count)
