
---------- Begin Simulation Statistics ----------
simSeconds                                   0.140542                       # Number of seconds simulated (Second)
simTicks                                 140541528036                       # Number of ticks simulated (Tick)
finalTick                                140541528036                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    517.27                       # Real time elapsed on the host (Second)
hostTickRate                                271699342                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8581684                       # Number of bytes of host memory used (Byte)
simInsts                                    201827288                       # Number of instructions simulated (Count)
simOps                                      212596054                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   390179                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     410997                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        295255312                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.457644                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.686039                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       297285623                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     1188                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      272320901                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 185455                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             84690756                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          55133722                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 224                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           294989114                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.923156                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.174915                       # Number of insts issued each cycle (Count)
system.l3cache.ReadSharedReq.accesses::cpu.l2cache.prefetcher       196850                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l3cache.ReadSharedReq.accesses::total       291629                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l3cache.ReadSharedReq.missRate::cpu.inst     0.959128                       # miss rate for ReadSharedReq accesses (Ratio)
system.l3cache.ReadSharedReq.missRate::cpu.data     0.188352                       # miss rate for ReadSharedReq accesses (Ratio)
system.l3cache.ReadSharedReq.missRate::cpu.dcache.prefetcher     0.884349                       # miss rate for ReadSharedReq accesses (Ratio)
system.l3cache.ReadSharedReq.missRate::cpu.l2cache.prefetcher     0.863653                       # miss rate for ReadSharedReq accesses (Ratio)
system.l3cache.ReadSharedReq.missRate::total     0.727489                       # miss rate for ReadSharedReq accesses (Ratio)
system.l3cache.ReadSharedReq.avgMissLatency::cpu.inst 82442.079545                       # average ReadSharedReq miss latency ((Tick/Count))
system.l3cache.ReadSharedReq.avgMissLatency::cpu.data 110432.168064                       # average ReadSharedReq miss latency ((Tick/Count))
system.l3cache.ReadSharedReq.avgMissLatency::cpu.dcache.prefetcher 126046.468294                       # average ReadSharedReq miss latency ((Tick/Count))
system.l3cache.ReadSharedReq.avgMissLatency::cpu.l2cache.prefetcher 122252.949632                       # average ReadSharedReq miss latency ((Tick/Count))
system.l3cache.ReadSharedReq.avgMissLatency::total 121666.354846                       # average ReadSharedReq miss latency ((Tick/Count))
system.l3cache.ReadSharedReq.mshrMisses::cpu.inst         2464                       # number of ReadSharedReq MSHR misses (Count)
system.l3cache.ReadSharedReq.mshrMisses::cpu.data        11329                       # number of ReadSharedReq MSHR misses (Count)
system.l3cache.ReadSharedReq.mshrMisses::cpu.dcache.prefetcher        28354                       # number of ReadSharedReq MSHR misses (Count)
system.l3cache.ReadSharedReq.mshrMisses::cpu.l2cache.prefetcher       170010                       # number of ReadSharedReq MSHR misses (Count)
system.l3cache.ReadSharedReq.mshrMisses::total       212157                       # number of ReadSharedReq MSHR misses (Count)
system.l3cache.ReadSharedReq.mshrMissLatency::cpu.inst    167965644                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l3cache.ReadSharedReq.mshrMissLatency::cpu.data   1089307912                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l3cache.ReadSharedReq.mshrMissLatency::cpu.dcache.prefetcher   3169025967                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l3cache.ReadSharedReq.mshrMissLatency::cpu.l2cache.prefetcher  18356466442                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l3cache.ReadSharedReq.mshrMissLatency::total  22782765965                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l3cache.ReadSharedReq.mshrMissRate::cpu.inst     0.959128                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l3cache.ReadSharedReq.mshrMissRate::cpu.data     0.188352                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l3cache.ReadSharedReq.mshrMissRate::cpu.dcache.prefetcher     0.884349                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l3cache.ReadSharedReq.mshrMissRate::cpu.l2cache.prefetcher     0.863653                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l3cache.ReadSharedReq.mshrMissRate::total     0.727489                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l3cache.ReadSharedReq.avgMshrMissLatency::cpu.inst 68167.875000                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l3cache.ReadSharedReq.avgMshrMissLatency::cpu.data 96152.168064                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l3cache.ReadSharedReq.avgMshrMissLatency::cpu.dcache.prefetcher 111766.451541                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l3cache.ReadSharedReq.avgMshrMissLatency::cpu.l2cache.prefetcher 107972.863020                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l3cache.ReadSharedReq.avgMshrMissLatency::total 107386.350509                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l3cache.WritebackDirty.hits::writebacks       263607                       # number of WritebackDirty hits (Count)
system.l3cache.WritebackDirty.hits::total       263607                       # number of WritebackDirty hits (Count)
system.l3cache.WritebackDirty.accesses::writebacks       263607                       # number of WritebackDirty accesses(hits+misses) (Count)
system.l3cache.WritebackDirty.accesses::total       263607                       # number of WritebackDirty accesses(hits+misses) (Count)
system.l3cache.power_state.pwrStateResidencyTicks::UNDEFINED 140541528036                       # Cumulative time (in ticks) in various power states (Tick)
system.l3cache.tags.tagsInUse            29959.296028                       # Average ticks per tags in use ((Tick/Count))
system.l3cache.tags.totalRefs                  583936                       # Total number of references to valid blocks. (Count)
system.l3cache.tags.sampledRefs                217740                       # Sample count of references to valid blocks. (Count)
system.l3cache.tags.avgRefs                  2.681804                       # Average number of references to valid blocks. ((Count/Count))
system.l3cache.tags.warmupTick                  77588                       # The tick when the warmup percentage was hit. (Tick)
system.l3cache.tags.occupancies::writebacks   258.745215                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l3cache.tags.occupancies::cpu.inst   845.572569                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l3cache.tags.occupancies::cpu.data  2781.839989                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l3cache.tags.occupancies::cpu.dcache.prefetcher  6727.991941                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l3cache.tags.occupancies::cpu.l2cache.prefetcher 19345.146314                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l3cache.tags.avgOccs::writebacks      0.007896                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l3cache.tags.avgOccs::cpu.inst        0.025805                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l3cache.tags.avgOccs::cpu.data        0.084895                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l3cache.tags.avgOccs::cpu.dcache.prefetcher     0.205322                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l3cache.tags.avgOccs::cpu.l2cache.prefetcher     0.590367                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l3cache.tags.avgOccs::total           0.914285                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l3cache.tags.occupanciesTaskId::1022        31099                       # Occupied blocks per task id (Count)
system.l3cache.tags.occupanciesTaskId::1024         1669                       # Occupied blocks per task id (Count)
system.l3cache.tags.ageTaskId_1022::1             673                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ageTaskId_1022::2            4539                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ageTaskId_1022::3           25887                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ageTaskId_1024::0             127                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ageTaskId_1024::1             502                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ageTaskId_1024::2             195                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ageTaskId_1024::3             845                       # Occupied blocks per task id, per block age (Count)
system.l3cache.tags.ratioOccsTaskId::1022     0.949066                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.l3cache.tags.ratioOccsTaskId::1024     0.050934                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.l3cache.tags.tagAccesses               9583660                       # Number of tag accesses (Count)
system.l3cache.tags.dataAccesses              9583660                       # Number of data accesses (Count)
system.l3cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 140541528036                       # Cumulative time (in ticks) in various power states (Tick)
system.mem_ctrl.avgPriority_writebacks::samples    173501.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrl.avgPriority_cpu.inst::samples      2463.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrl.avgPriority_cpu.data::samples     15816.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrl.avgPriority_cpu.dcache.prefetcher::samples     28355.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrl.avgPriority_cpu.l2cache.prefetcher::samples    170010.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrl.priorityMinLatency       0.000000018750                       # per QoS priority minimum request to response latency (Second)
system.mem_ctrl.priorityMaxLatency       0.012042369702                       # per QoS priority maximum request to response latency (Second)
system.mem_ctrl.numReadWriteTurnArounds         10231                       # Number of turnarounds from READ to WRITE (Count)
system.mem_ctrl.numWriteReadTurnArounds         10231                       # Number of turnarounds from WRITE to READ (Count)
system.mem_ctrl.numStayReadState               498450                       # Number of times bus staying in READ state (Count)
system.mem_ctrl.numStayWriteState              164490                       # Number of times bus staying in WRITE state (Count)
system.mem_ctrl.readReqs                       216649                       # Number of read requests accepted (Count)
system.mem_ctrl.writeReqs                      173501                       # Number of write requests accepted (Count)
system.mem_ctrl.readBursts                     216649                       # Number of controller read bursts, including those serviced by the write queue (Count)
system.mem_ctrl.writeBursts                    173501                       # Number of controller write bursts, including those merged in the write queue (Count)
system.mem_ctrl.servicedByWrQ                       5                       # Number of controller read bursts serviced by the write queue (Count)
system.mem_ctrl.mergedWrBursts                      0                       # Number of controller write bursts merged with an existing one (Count)
system.mem_ctrl.neitherReadNorWriteReqs             0                       # Number of requests that are neither read nor write (Count)
system.mem_ctrl.avgRdQLen                        2.00                       # Average read queue length when enqueuing ((Count/Tick))
system.mem_ctrl.avgWrQLen                       18.96                       # Average write queue length when enqueuing ((Count/Tick))
system.mem_ctrl.numRdRetry                          0                       # Number of times read queue was full causing retry (Count)
system.mem_ctrl.numWrRetry                         16                       # Number of times write queue was full causing retry (Count)
system.mem_ctrl.readPktSize::0                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::1                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::2                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::3                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::4                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::5                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::6                 216649                       # Read request sizes (log2) (Count)
system.mem_ctrl.writePktSize::0                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::1                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::2                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::3                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::4                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::5                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::6                173501                       # Write request sizes (log2) (Count)
system.mem_ctrl.rdQLenPdf::0                    79133                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::1                    21135                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::2                    17197                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::3                    15020                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::4                    13162                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::5                     9962                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::6                     9468                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::7                     9272                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::8                     8542                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::9                     6939                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::10                    5111                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::11                    4802                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::12                    3263                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::13                    2747                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::14                    2315                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::15                    1854                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::16                    1635                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::17                    1530                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::18                    1094                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::19                     857                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::20                     525                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::21                     328                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::22                     225                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::23                     168                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::24                     129                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::25                     119                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::26                     104                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::27                       2                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::28                       2                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::29                       2                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::30                       2                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::31                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::0                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::1                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::2                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::3                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::4                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::5                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::6                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::7                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::8                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::9                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::10                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::11                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::12                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::13                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::14                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::15                    1501                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::16                    1694                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::17                    3487                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::18                    6126                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::19                    6832                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::20                    7238                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::21                    7681                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::22                    8068                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::23                    9875                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::24                    8706                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::25                    9197                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::26                    9859                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::27                    9771                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::28                   10002                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::29                   11918                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::30                   10346                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::31                   11649                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::32                   12922                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::33                    1548                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::34                    1305                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::35                    1223                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::36                    1023                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::37                     908                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::38                     797                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::39                     986                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::40                     904                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::41                     950                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::42                     698                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::43                     687                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::44                     552                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::45                     596                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::46                     519                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::47                     518                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::48                     453                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::49                     508                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::50                     463                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::51                     526                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::52                     688                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::53                     721                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::54                    2014                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::55                    3753                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::56                    1971                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::57                     933                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::58                     643                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::59                     519                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::60                     118                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::61                      41                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::62                      16                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::63                      33                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.rdPerTurnAround::samples        10231                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::mean       21.174763                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::gmean      17.060763                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::stdev     284.392659                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::0-1023         10230     99.99%     99.99% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::28672-29695            1      0.01%    100.00% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::total          10231                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.wrPerTurnAround::samples        10231                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::mean       16.956212                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::gmean      16.819130                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::stdev       2.543548                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::16              7710     75.36%     75.36% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::17               289      2.82%     78.18% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::18              1198     11.71%     89.89% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::19               211      2.06%     91.96% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::20               166      1.62%     93.58% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::21               127      1.24%     94.82% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::22               123      1.20%     96.02% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::23                81      0.79%     96.81% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::24                69      0.67%     97.49% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::25               126      1.23%     98.72% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::26                21      0.21%     98.92% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::27                11      0.11%     99.03% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::28                 8      0.08%     99.11% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::29                 7      0.07%     99.18% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::30                 4      0.04%     99.22% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::31                14      0.14%     99.35% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::32                 7      0.07%     99.42% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::33                 4      0.04%     99.46% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::34                 4      0.04%     99.50% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::35                 9      0.09%     99.59% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::36                 5      0.05%     99.64% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::37                 5      0.05%     99.69% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::38                14      0.14%     99.82% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::39                 1      0.01%     99.83% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::40                 4      0.04%     99.87% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::41                 7      0.07%     99.94% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::42                 3      0.03%     99.97% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::43                 2      0.02%     99.99% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::45                 1      0.01%    100.00% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::total          10231                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.bytesReadWrQ                      320                       # Total number of bytes read from write queue (Byte)
system.mem_ctrl.bytesReadSys                 13865536                       # Total read bytes from the system interface side (Byte)
system.mem_ctrl.bytesWrittenSys              11104064                       # Total written bytes from the system interface side (Byte)
system.mem_ctrl.avgRdBWSys               98657928.32740736                       # Average system read bandwidth in Byte/s ((Byte/Second))
system.mem_ctrl.avgWrBWSys               79009131.00329797                       # Average system write bandwidth in Byte/s ((Byte/Second))
system.mem_ctrl.totGap                   140541489480                       # Total gap between requests (Tick)
system.mem_ctrl.avgGap                      360224.25                       # Average gap between requests ((Tick/Count))
system.mem_ctrl.requestorReadBytes::cpu.inst       157632                       # Per-requestor bytes read from memory (Byte)
system.mem_ctrl.requestorReadBytes::cpu.data      1012224                       # Per-requestor bytes read from memory (Byte)
system.mem_ctrl.requestorReadBytes::cpu.dcache.prefetcher      1814720                       # Per-requestor bytes read from memory (Byte)
system.mem_ctrl.requestorReadBytes::cpu.l2cache.prefetcher     10880640                       # Per-requestor bytes read from memory (Byte)
system.mem_ctrl.requestorWriteBytes::writebacks     11102656                       # Per-requestor bytes write to memory (Byte)
system.mem_ctrl.requestorReadRate::cpu.inst 1121604.426839746768                       # Per-requestor bytes read from memory rate ((Byte/Second))
system.mem_ctrl.requestorReadRate::cpu.data 7202312.470522710122                       # Per-requestor bytes read from memory rate ((Byte/Second))
system.mem_ctrl.requestorReadRate::cpu.dcache.prefetcher 12912340.041835574433                       # Per-requestor bytes read from memory rate ((Byte/Second))
system.mem_ctrl.requestorReadRate::cpu.l2cache.prefetcher 77419394.481130883098                       # Per-requestor bytes read from memory rate ((Byte/Second))
system.mem_ctrl.requestorWriteRate::writebacks 78999112.612152844667                       # Per-requestor bytes write to memory rate ((Byte/Second))
system.mem_ctrl.requestorReadAccesses::cpu.inst         2463                       # Per-requestor read serviced memory accesses (Count)
system.mem_ctrl.requestorReadAccesses::cpu.data        15821                       # Per-requestor read serviced memory accesses (Count)
system.mem_ctrl.requestorReadAccesses::cpu.dcache.prefetcher        28355                       # Per-requestor read serviced memory accesses (Count)
system.mem_ctrl.requestorReadAccesses::cpu.l2cache.prefetcher       170010                       # Per-requestor read serviced memory accesses (Count)
system.mem_ctrl.requestorWriteAccesses::writebacks       173501                       # Per-requestor write serviced memory accesses (Count)
system.mem_ctrl.requestorReadTotalLat::cpu.inst     71120946                       # Per-requestor read total memory access latency (Tick)
system.mem_ctrl.requestorReadTotalLat::cpu.data    942446444                       # Per-requestor read total memory access latency (Tick)
