
---------- Begin Simulation Statistics ----------
simSeconds                                   0.170117                       # Number of seconds simulated (Second)
simTicks                                 170116577568                       # Number of ticks simulated (Tick)
finalTick                                170116577568                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1657.50                       # Real time elapsed on the host (Second)
hostTickRate                                102634314                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8571128                       # Number of bytes of host memory used (Byte)
simInsts                                    321263365                       # Number of instructions simulated (Count)
simOps                                      330134171                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   193824                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     199176                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        357387769                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.111190                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.899936                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       429476219                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     2162                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      408285976                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 449525                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             99344209                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          53578873                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 460                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           357145832                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.143191                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.275462                       # Number of insts issued each cycle (Count)
system.mem_ctrl.readPktSize::3                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::4                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::5                      0                       # Read request sizes (log2) (Count)
system.mem_ctrl.readPktSize::6                 303638                       # Read request sizes (log2) (Count)
system.mem_ctrl.writePktSize::0                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::1                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::2                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::3                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::4                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::5                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::6                251288                       # Write request sizes (log2) (Count)
system.mem_ctrl.rdQLenPdf::0                    51599                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::1                    43574                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::2                    48544                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::3                    30990                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::4                    16685                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::5                    13501                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::6                    12362                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::7                    11732                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::8                    12339                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::9                     8586                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::10                    7431                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::11                    6619                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::12                    5508                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::13                    5157                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::14                    4338                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::15                    3833                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::16                    3455                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::17                    3100                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::18                    2689                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::19                    2411                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::20                    2168                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::21                    1154                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::22                    1045                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::23                     806                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::24                     749                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::25                     685                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::26                     650                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::27                     359                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::28                     311                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::29                     259                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::30                     219                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::31                     701                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::0                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::1                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::2                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::3                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::4                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::5                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::6                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::7                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::8                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::9                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::10                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::11                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::12                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::13                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::14                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::15                    1262                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::16                    1401                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::17                    3339                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::18                    5318                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::19                    7293                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::20                    8454                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::21                    9097                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::22                   10301                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::23                   11525                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::24                   12153                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::25                   12626                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::26                   13547                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::27                   14863                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::28                   15387                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::29                   17940                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::30                   16071                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::31                   17462                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::32                   19008                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::33                    4402                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::34                    4047                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::35                    2947                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::36                    2525                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::37                    2079                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::38                    1752                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::39                    1509                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::40                    1588                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::41                    1614                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::42                    1482                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::43                    1354                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::44                    1257                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::45                    1169                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::46                    1286                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::47                    1120                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::48                    1127                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::49                    1063                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::50                    1066                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::51                    1203                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::52                    1133                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::53                    1429                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::54                    2707                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::55                    7192                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::56                    3007                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::57                    1444                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::58                    1028                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::59                     576                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::60                     308                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::61                     179                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::62                     235                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::63                     398                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.rdPerTurnAround::samples        14101                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::mean       21.458762                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::stdev     104.273951                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::0-511          14094     99.95%     99.95% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::512-1023            3      0.02%     99.97% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::1024-1535            1      0.01%     99.98% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::2048-2559            1      0.01%     99.99% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::3072-3583            1      0.01%     99.99% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::11264-11775            1      0.01%    100.00% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::total          14101                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.wrPerTurnAround::samples        14101                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::mean       17.818665                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::gmean      17.108376                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::stdev      10.680277                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::16-23          13181     93.48%     93.48% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::24-31            658      4.67%     98.14% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::32-39            155      1.10%     99.24% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::40-47             18      0.13%     99.37% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::48-55              4      0.03%     99.40% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::56-63              5      0.04%     99.43% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::64-71              8      0.06%     99.49% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::72-79              8      0.06%     99.55% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::80-87              5      0.04%     99.58% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::88-95              4      0.03%     99.61% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::96-103             6      0.04%     99.65% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::104-111            3      0.02%     99.67% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::112-119            3      0.02%     99.70% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::120-127            6      0.04%     99.74% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::128-135            4      0.03%     99.77% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::136-143            3      0.02%     99.79% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::144-151            4      0.03%     99.82% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::152-159            3      0.02%     99.84% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::160-167            2      0.01%     99.85% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::168-175            2      0.01%     99.87% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::176-183            1      0.01%     99.87% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::184-191            2      0.01%     99.89% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::192-199            1      0.01%     99.89% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::200-207            3      0.02%     99.91% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::208-215            1      0.01%     99.92% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::216-223            4      0.03%     99.95% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::240-247            1      0.01%     99.96% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::248-255            1      0.01%     99.96% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::264-271            1      0.01%     99.97% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::280-287            2      0.01%     99.99% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::288-295            1      0.01%     99.99% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::320-327            1      0.01%    100.00% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::total          14101                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.bytesReadWrQ                     5056                       # Total number of bytes read from write queue (Byte)
system.mem_ctrl.bytesReadSys                 19432832                       # Total read bytes from the system interface side (Byte)
system.mem_ctrl.bytesWrittenSys              16082432                       # Total written bytes from the system interface side (Byte)
system.mem_ctrl.avgRdBWSys               114232441.52811736                       # Average system read bandwidth in Byte/s ((Byte/Second))
system.mem_ctrl.avgWrBWSys               94537711.90271822                       # Average system write bandwidth in Byte/s ((Byte/Second))
system.mem_ctrl.totGap                   170116467136                       # Total gap between requests (Tick)
system.mem_ctrl.avgGap                      306557.03                       # Average gap between requests ((Tick/Count))
system.mem_ctrl.requestorReadBytes::cpu.inst       139584                       # Per-requestor bytes read from memory (Byte)
system.mem_ctrl.requestorReadBytes::cpu.data      2219904                       # Per-requestor bytes read from memory (Byte)
system.mem_ctrl.requestorReadBytes::cpu.dcache.prefetcher      2162112                       # Per-requestor bytes read from memory (Byte)
system.mem_ctrl.requestorReadBytes::cpu.l2cache.prefetcher     14906176                       # Per-requestor bytes read from memory (Byte)
system.mem_ctrl.requestorWriteBytes::writebacks     16080704                       # Per-requestor bytes write to memory (Byte)
system.mem_ctrl.requestorReadRate::cpu.inst 820519.681241557235                       # Per-requestor bytes read from memory rate ((Byte/Second))
system.mem_ctrl.requestorReadRate::cpu.data 13049310.253803141415                       # Per-requestor bytes read from memory rate ((Byte/Second))
system.mem_ctrl.requestorReadRate::cpu.dcache.prefetcher 12709590.275737518445                       # Per-requestor bytes read from memory rate ((Byte/Second))
system.mem_ctrl.requestorReadRate::cpu.l2cache.prefetcher 87623300.521911904216                       # Per-requestor bytes read from memory rate ((Byte/Second))
system.mem_ctrl.requestorWriteRate::writebacks 94527554.162510275841                       # Per-requestor bytes write to memory rate ((Byte/Second))
system.mem_ctrl.requestorReadAccesses::cpu.inst         2181                       # Per-requestor read serviced memory accesses (Count)
system.mem_ctrl.requestorReadAccesses::cpu.data        34709                       # Per-requestor read serviced memory accesses (Count)
system.mem_ctrl.requestorReadAccesses::cpu.dcache.prefetcher        33795                       # Per-requestor read serviced memory accesses (Count)
system.mem_ctrl.requestorReadAccesses::cpu.l2cache.prefetcher       232953                       # Per-requestor read serviced memory accesses (Count)
system.mem_ctrl.requestorWriteAccesses::writebacks       251288                       # Per-requestor write serviced memory accesses (Count)
system.mem_ctrl.requestorReadTotalLat::cpu.inst     70637758                       # Per-requestor read total memory access latency (Tick)
system.mem_ctrl.requestorReadTotalLat::cpu.data   2364725406                       # Per-requestor read total memory access latency (Tick)
system.mem_ctrl.requestorReadTotalLat::cpu.dcache.prefetcher   2558985046                       # Per-requestor read total memory access latency (Tick)
system.mem_ctrl.requestorReadTotalLat::cpu.l2cache.prefetcher  19965240202                       # Per-requestor read total memory access latency (Tick)
system.mem_ctrl.requestorWriteTotalLat::writebacks 3974593789650                       # Per-requestor write total memory access latency (Tick)
system.mem_ctrl.requestorReadAvgLat::cpu.inst     32387.78                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrl.requestorReadAvgLat::cpu.data     68130.04                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrl.requestorReadAvgLat::cpu.dcache.prefetcher     75720.82                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrl.requestorReadAvgLat::cpu.l2cache.prefetcher     85705.01                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrl.requestorWriteAvgLat::writebacks  15816886.56                       # Per-requestor write average memory access latency ((Tick/Count))
system.mem_ctrl.dram.bytesRead::cpu.inst       139584                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesRead::cpu.data      2221376                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesRead::cpu.dcache.prefetcher      2162880                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesRead::cpu.l2cache.prefetcher     14908992                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesRead::total        19432832                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesInstRead::cpu.inst       139584                       # Number of instructions bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesInstRead::total       139584                       # Number of instructions bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesWritten::writebacks     16082432                       # Number of bytes written to this memory (Byte)
system.mem_ctrl.dram.bytesWritten::total     16082432                       # Number of bytes written to this memory (Byte)
system.mem_ctrl.dram.numReads::cpu.inst          2181                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numReads::cpu.data         34709                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numReads::cpu.dcache.prefetcher        33795                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numReads::cpu.l2cache.prefetcher       232953                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numReads::total           303638                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numWrites::writebacks       251288                       # Number of write requests responded to by this memory (Count)
system.mem_ctrl.dram.numWrites::total          251288                       # Number of write requests responded to by this memory (Count)
system.mem_ctrl.dram.bwRead::cpu.inst          820520                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwRead::cpu.data        13057963                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwRead::cpu.dcache.prefetcher     12714105                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwRead::cpu.l2cache.prefetcher     87639854                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwRead::total          114232442                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwInstRead::cpu.inst       820520                       # Instruction read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwInstRead::total         820520                       # Instruction read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwWrite::writebacks     94537712                       # Write bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwWrite::total          94537712                       # Write bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::writebacks     94537712                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::cpu.inst         820520                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::cpu.data       13057963                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::cpu.dcache.prefetcher     12714105                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::cpu.l2cache.prefetcher     87639854                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::total         208770153                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.readBursts                303559                       # Number of DRAM read bursts (Count)
system.mem_ctrl.dram.writeBursts               251261                       # Number of DRAM write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::0         19313                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::1         19168                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::2         18808                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::3         18920                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::4         19311                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::5         19043                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::6         18458                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::7         18504                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::8         18506                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::9         19074                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::10        19107                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::11        19322                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::12        19036                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::13        18956                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::14        19056                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::15        18977                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::0         16037                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::1         16059                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::2         16034                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::3         15882                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::4         16046                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::5         15333                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::6         14971                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::7         14975                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::8         15067                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::9         15628                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::10        15798                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::11        15863                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::12        15865                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::13        15809                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::14        16056                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::15        15838                       # Per bank write bursts (Count)
system.mem_ctrl.dram.totQLat              19267857162                       # Total ticks spent queuing (Tick)
system.mem_ctrl.dram.totBusLat             1517795000                       # Total ticks spent in databus transfers (Tick)
system.mem_ctrl.dram.totMemAccLat         24959588412                       # Total ticks spent from burst creation until serviced by the DRAM (Tick)
system.mem_ctrl.dram.avgQLat                 63473.19                       # Average queueing delay per DRAM burst ((Tick/Count))
system.mem_ctrl.dram.avgBusLat                5000.00                       # Average bus latency per DRAM burst ((Tick/Count))
system.mem_ctrl.dram.avgMemAccLat            82223.19                       # Average memory access latency per DRAM burst ((Tick/Count))
system.mem_ctrl.dram.readRowHits               250169                       # Number of row buffer hits during reads (Count)
system.mem_ctrl.dram.writeRowHits              198275                       # Number of row buffer hits during writes (Count)
system.mem_ctrl.dram.readRowHitRate             82.41                       # Row buffer hit rate for reads (Ratio)
system.mem_ctrl.dram.writeRowHitRate            78.91                       # Row buffer hit rate for writes (Ratio)
system.mem_ctrl.dram.bytesPerActivate::samples       106367                       # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::mean   333.814209                       # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::gmean   206.558175                       # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::stdev   325.889440                       # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::0-127        31239     29.37%     29.37% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::128-255        28479     26.77%     56.14% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::256-383        13013     12.23%     68.38% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::384-511         6083      5.72%     74.10% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::512-639         5827      5.48%     79.57% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::640-767         4508      4.24%     83.81% # Bytes accessed per row activation (Byte)
