
---------- Begin Simulation Statistics ----------
simSeconds                                   0.140470                       # Number of seconds simulated (Second)
simTicks                                 140470425060                       # Number of ticks simulated (Tick)
finalTick                                140470425060                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    516.75                       # Real time elapsed on the host (Second)
hostTickRate                                271834067                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8582708                       # Number of bytes of host memory used (Byte)
simInsts                                    201827288                       # Number of instructions simulated (Count)
simOps                                      212596054                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   390570                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     411409                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        295105936                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.456906                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.686386                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       297271394                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     1190                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      272311079                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 185454                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             84676529                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          55118541                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 226                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           294860937                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.923524                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.175204                       # Number of insts issued each cycle (Count)
system.mem_ctrl.writePktSize::1                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::2                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::3                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::4                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::5                     0                       # Write request sizes (log2) (Count)
system.mem_ctrl.writePktSize::6                173615                       # Write request sizes (log2) (Count)
system.mem_ctrl.rdQLenPdf::0                    80383                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::1                    20890                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::2                    16548                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::3                    14751                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::4                    13203                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::5                    10342                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::6                     9652                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::7                     9092                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::8                     8437                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::9                     6844                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::10                    5095                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::11                    4842                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::12                    3268                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::13                    2771                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::14                    2329                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::15                    1828                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::16                    1581                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::17                    1507                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::18                    1032                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::19                     770                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::20                     462                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::21                     320                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::22                     244                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::23                     176                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::24                     129                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::25                     112                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::26                     104                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::27                       2                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::28                       1                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::29                       1                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::30                       2                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.rdQLenPdf::31                       1                       # What read queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::0                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::1                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::2                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::3                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::4                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::5                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::6                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::7                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::8                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::9                        1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::10                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::11                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::12                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::13                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::14                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::15                    1450                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::16                    1599                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::17                    3304                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::18                    6044                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::19                    6799                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::20                    7203                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::21                    7606                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::22                    8070                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::23                    9698                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::24                    8760                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::25                    9312                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::26                    9870                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::27                    9664                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::28                   10115                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::29                   12139                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::30                   10490                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::31                   11765                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::32                   13254                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::33                    1571                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::34                    1378                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::35                    1246                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::36                    1216                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::37                     994                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::38                     938                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::39                     881                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::40                     790                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::41                     712                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::42                     724                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::43                     746                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::44                     708                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::45                     595                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::46                     569                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::47                     529                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::48                     408                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::49                     379                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::50                     454                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::51                     587                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::52                     674                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::53                     883                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::54                    2046                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::55                    3643                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::56                    1855                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::57                     873                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::58                     599                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::59                     269                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::60                      91                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::61                      36                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::62                      27                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.wrQLenPdf::63                      37                       # What write queue length does an incoming req see (Count)
system.mem_ctrl.rdPerTurnAround::samples        10258                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::mean       21.126340                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::gmean      17.023988                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::stdev     293.005790                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::0-1023         10257     99.99%     99.99% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::28672-29695            1      0.01%    100.00% # Reads before turning the bus around for writes (Count)
system.mem_ctrl.rdPerTurnAround::total          10258                       # Reads before turning the bus around for writes (Count)
system.mem_ctrl.wrPerTurnAround::samples        10258                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::mean       16.922694                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::gmean      16.784614                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::stdev       2.571389                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::16              7859     76.61%     76.61% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::17               282      2.75%     79.36% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::18              1167     11.38%     90.74% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::19               182      1.77%     92.51% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::20               134      1.31%     93.82% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::21               114      1.11%     94.93% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::22               103      1.00%     95.93% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::23                75      0.73%     96.67% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::24                86      0.84%     97.50% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::25               107      1.04%     98.55% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::26                33      0.32%     98.87% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::27                 7      0.07%     98.94% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::28                16      0.16%     99.09% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::29                 8      0.08%     99.17% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::30                 5      0.05%     99.22% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::31                14      0.14%     99.36% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::32                 5      0.05%     99.41% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::33                 4      0.04%     99.44% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::34                 7      0.07%     99.51% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::35                 7      0.07%     99.58% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::36                 3      0.03%     99.61% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::37                10      0.10%     99.71% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::38                 9      0.09%     99.80% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::39                 2      0.02%     99.81% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::40                 4      0.04%     99.85% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::41                 5      0.05%     99.90% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::42                 5      0.05%     99.95% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::43                 1      0.01%     99.96% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::44                 1      0.01%     99.97% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::45                 2      0.02%     99.99% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::51                 1      0.01%    100.00% # Writes before turning the bus around for reads (Count)
system.mem_ctrl.wrPerTurnAround::total          10258                       # Writes before turning the bus around for reads (Count)
system.mem_ctrl.bytesReadWrQ                      512                       # Total number of bytes read from write queue (Byte)
system.mem_ctrl.bytesReadSys                 13870528                       # Total read bytes from the system interface side (Byte)
system.mem_ctrl.bytesWrittenSys              11111360                       # Total written bytes from the system interface side (Byte)
system.mem_ctrl.avgRdBWSys               98743404.48585813                       # Average system read bandwidth in Byte/s ((Byte/Second))
system.mem_ctrl.avgWrBWSys               79101063.41070682                       # Average system write bandwidth in Byte/s ((Byte/Second))
system.mem_ctrl.totGap                   140470386504                       # Total gap between requests (Tick)
system.mem_ctrl.avgGap                      359864.90                       # Average gap between requests ((Tick/Count))
system.mem_ctrl.requestorReadBytes::cpu.inst       145664                       # Per-requestor bytes read from memory (Byte)
system.mem_ctrl.requestorReadBytes::cpu.data      1043136                       # Per-requestor bytes read from memory (Byte)
system.mem_ctrl.requestorReadBytes::cpu.dcache.prefetcher      2229248                       # Per-requestor bytes read from memory (Byte)
system.mem_ctrl.requestorReadBytes::cpu.l2cache.prefetcher     10451968                       # Per-requestor bytes read from memory (Byte)
system.mem_ctrl.requestorWriteBytes::writebacks     11109952                       # Per-requestor bytes write to memory (Byte)
system.mem_ctrl.requestorReadRate::cpu.inst 1036972.728870021179                       # Per-requestor bytes read from memory rate ((Byte/Second))
system.mem_ctrl.requestorReadRate::cpu.data 7426018.676560841501                       # Per-requestor bytes read from memory rate ((Byte/Second))
system.mem_ctrl.requestorReadRate::cpu.dcache.prefetcher 15869874.381371080875                       # Per-requestor bytes read from memory rate ((Byte/Second))
system.mem_ctrl.requestorReadRate::cpu.l2cache.prefetcher 74406893.803699865937                       # Per-requestor bytes read from memory rate ((Byte/Second))
system.mem_ctrl.requestorWriteRate::writebacks 79091039.948476970196                       # Per-requestor bytes write to memory rate ((Byte/Second))
system.mem_ctrl.requestorReadAccesses::cpu.inst         2276                       # Per-requestor read serviced memory accesses (Count)
system.mem_ctrl.requestorReadAccesses::cpu.data        16307                       # Per-requestor read serviced memory accesses (Count)
system.mem_ctrl.requestorReadAccesses::cpu.dcache.prefetcher        34832                       # Per-requestor read serviced memory accesses (Count)
system.mem_ctrl.requestorReadAccesses::cpu.l2cache.prefetcher       163312                       # Per-requestor read serviced memory accesses (Count)
system.mem_ctrl.requestorWriteAccesses::writebacks       173615                       # Per-requestor write serviced memory accesses (Count)
system.mem_ctrl.requestorReadTotalLat::cpu.inst     66050944                       # Per-requestor read total memory access latency (Tick)
system.mem_ctrl.requestorReadTotalLat::cpu.data    950477802                       # Per-requestor read total memory access latency (Tick)
system.mem_ctrl.requestorReadTotalLat::cpu.dcache.prefetcher   2374533530                       # Per-requestor read total memory access latency (Tick)
system.mem_ctrl.requestorReadTotalLat::cpu.l2cache.prefetcher  11342999838                       # Per-requestor read total memory access latency (Tick)
system.mem_ctrl.requestorWriteTotalLat::writebacks 2485717858462                       # Per-requestor write total memory access latency (Tick)
system.mem_ctrl.requestorReadAvgLat::cpu.inst     29020.63                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrl.requestorReadAvgLat::cpu.data     58286.49                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrl.requestorReadAvgLat::cpu.dcache.prefetcher     68171.04                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrl.requestorReadAvgLat::cpu.l2cache.prefetcher     69456.01                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrl.requestorWriteAvgLat::writebacks  14317414.15                       # Per-requestor write average memory access latency ((Tick/Count))
system.mem_ctrl.dram.bytesRead::cpu.inst       145664                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesRead::cpu.data      1043648                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesRead::cpu.dcache.prefetcher      2229248                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesRead::cpu.l2cache.prefetcher     10451968                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesRead::total        13870528                       # Number of bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesInstRead::cpu.inst       145664                       # Number of instructions bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesInstRead::total       145664                       # Number of instructions bytes read from this memory (Byte)
system.mem_ctrl.dram.bytesWritten::writebacks     11111360                       # Number of bytes written to this memory (Byte)
system.mem_ctrl.dram.bytesWritten::total     11111360                       # Number of bytes written to this memory (Byte)
system.mem_ctrl.dram.numReads::cpu.inst          2276                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numReads::cpu.data         16307                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numReads::cpu.dcache.prefetcher        34832                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numReads::cpu.l2cache.prefetcher       163312                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numReads::total           216727                       # Number of read requests responded to by this memory (Count)
system.mem_ctrl.dram.numWrites::writebacks       173615                       # Number of write requests responded to by this memory (Count)
system.mem_ctrl.dram.numWrites::total          173615                       # Number of write requests responded to by this memory (Count)
system.mem_ctrl.dram.bwRead::cpu.inst         1036973                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwRead::cpu.data         7429664                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwRead::cpu.dcache.prefetcher     15869874                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwRead::cpu.l2cache.prefetcher     74406894                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwRead::total           98743404                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwInstRead::cpu.inst      1036973                       # Instruction read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwInstRead::total        1036973                       # Instruction read bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwWrite::writebacks     79101063                       # Write bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwWrite::total          79101063                       # Write bandwidth from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::writebacks     79101063                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::cpu.inst        1036973                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::cpu.data        7429664                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::cpu.dcache.prefetcher     15869874                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::cpu.l2cache.prefetcher     74406894                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.bwTotal::total         177844468                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrl.dram.readBursts                216719                       # Number of DRAM read bursts (Count)
system.mem_ctrl.dram.writeBursts               173593                       # Number of DRAM write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::0         13650                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::1         13667                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::2         13712                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::3         14259                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::4         13983                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::5         13136                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::6         13782                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::7         13381                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::8         13252                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::9         13033                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::10        13015                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::11        13842                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::12        13919                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::13        13764                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::14        12941                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankRdBursts::15        13383                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::0         11110                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::1         11023                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::2         10966                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::3         11601                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::4         11121                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::5         10379                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::6         11100                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::7         10672                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::8         10632                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::9         10377                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::10        10295                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::11        11060                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::12        11134                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::13        11026                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::14        10319                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::15        10778                       # Per bank write bursts (Count)
system.mem_ctrl.dram.totQLat              10670580864                       # Total ticks spent queuing (Tick)
system.mem_ctrl.dram.totBusLat             1083595000                       # Total ticks spent in databus transfers (Tick)
system.mem_ctrl.dram.totMemAccLat         14734062114                       # Total ticks spent from burst creation until serviced by the DRAM (Tick)
system.mem_ctrl.dram.avgQLat                 49236.94                       # Average queueing delay per DRAM burst ((Tick/Count))
system.mem_ctrl.dram.avgBusLat                5000.00                       # Average bus latency per DRAM burst ((Tick/Count))
system.mem_ctrl.dram.avgMemAccLat            67986.94                       # Average memory access latency per DRAM burst ((Tick/Count))
system.mem_ctrl.dram.readRowHits               192146                       # Number of row buffer hits during reads (Count)
system.mem_ctrl.dram.writeRowHits              141397                       # Number of row buffer hits during writes (Count)
system.mem_ctrl.dram.readRowHitRate             88.66                       # Row buffer hit rate for reads (Ratio)
system.mem_ctrl.dram.writeRowHitRate            81.45                       # Row buffer hit rate for writes (Ratio)
system.mem_ctrl.dram.bytesPerActivate::samples        56756                       # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::mean   440.095285                       # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::gmean   290.323021                       # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::stdev   351.180928                       # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::0-127        11080     19.52%     19.52% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::128-255        11179     19.70%     39.22% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::256-383         7449     13.12%     52.34% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::384-511         5152      9.08%     61.42% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::512-639         5296      9.33%     70.75% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::640-767         2725      4.80%     75.55% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::768-895         2059      3.63%     79.18% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::896-1023         1969      3.47%     82.65% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::1024-1151         9847     17.35%    100.00% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::total        56756                       # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.dramBytesRead           13870016                       # Total bytes read (Byte)
system.mem_ctrl.dram.dramBytesWritten        11109952                       # Total bytes written (Byte)
system.mem_ctrl.dram.avgRdBW                98.739760                       # Average DRAM read bandwidth in MiBytes/s ((Byte/Second))
system.mem_ctrl.dram.avgWrBW                79.091040                       # Average DRAM write bandwidth in MiBytes/s ((Byte/Second))
system.mem_ctrl.dram.peakBW                  12800.00                       # Theoretical peak bandwidth in MiByte/s ((Byte/Second))
